512 512
8
0 0 0 0
4 8 1 0,203125
5 12 0 0,69921875
5 12 1 0,24609375
2 4 1 -0,73046875
4 9 0 0,20703125
5 17 1 0,52734375
5 18 0 0,93359375
5 19 1 -0,0625
5 20 1 -0,0703125
5 18 1 -0,50390625
5 17 1 -0,01953125
7 36 1 6,87890625
5 34 0 16,546875
5 34 0 2,953125
6 14 1 -6,44921875
7 19 1 -1,0703125
1 9 1 1,40234375
10 22 0 0,1015625
8 26 1 -2,1171875
8 18 1 1,1484375
16 46 1 0,33984375
17 46 1 0,5390625
9 44 1 -1,3359375
10 43 1 1,20703125
10 40 1 -2,05859375
8 26 1 -5,5546875
8 26 0 -1,3984375
9 27 1 0,3515625
15 45 1 2,29296875
17 51 0 1,7734375
15 43 0 -3,00390625
13 35 1 0,37890625
1 43 1 0,93359375
1 41 0 -1,33203125
16 52 1 1,46484375
1 43 1 -0,14453125
1 44 1 -0,7578125
1 44 0 0,6171875
1 38 1 -0,84765625
1 42 1 0,4453125
0 40 0 3,98046875
5 0 0 2,5390625
5 0 0 2,6328125
5 0 1 3,1796875
50 15 1 3,6328125
50 15 1 2,8984375
61 37 0 0,2890625
40 28 1 1,29296875
59 43 0 0,0546875
37 28 1 0,41796875
36 29 1 0,2734375
62 36 0 -0,41015625
37 28 1 -0,48828125
41 54 1 -0,25
36 29 1 0,3359375
43 60 1 0,26171875
42 56 0 -0,44140625
44 58 1 -0,12109375
44 59 1 -0,171875
5 6 0 0,67578125
45 62 1 0,2890625
40 53 1 0,26953125
43 59 1 -0,0703125
45 61 1 -0,30078125
42 56 0 -0,42578125
40 54 0 1,01171875
4 9 0 -0,30859375
4 15 1 0,1875
4 9 1 0,06640625
5 20 1 -0,4453125
5 18 0 1,16796875
5 18 1 0,04296875
5 21 1 0,53515625
5 11 1 -0,13671875
2 6 0 -2,6171875
14 31 1 -0,2734375
5 18 1 4,68359375
7 44 1 0,5546875
11 30 0 -0,296875
20 42 1 3,87890625
11 22 1 0,00390625
10 36 1 -1,36328125
19 51 1 2,25390625
11 36 1 0,8671875
17 48 0 0,828125
15 43 0 -1,34765625
18 53 1 -3,92578125
18 54 0 -1,20703125
15 46 0 1,984375
18 49 1 -2,2734375
16 46 1 -2,91015625
23 61 1 2,2734375
18 48 1 1,9609375
17 51 0 0,3359375
2 39 1 -2,859375
2 45 1 1,94140625
2 37 1 -1,796875
17 51 1 2,1953125
17 50 1 4,015625
15 43 0 3,48046875
1 38 0 -2,92578125
1 38 1 -5,14453125
1 39 1 -1,51171875
1 38 1 2,63671875
1 41 0 3,41796875
53 4 1 2,44921875
53 4 0 1,79296875
53 4 1 3,41796875
53 4 1 2,46484375
54 7 1 8,765625
60 36 1 11,46484375
41 28 1 12,15625
57 45 0 7,4375
57 48 0 0,5390625
58 45 0 0,21875
58 47 0 -0,3984375
58 47 0 -0,2578125
55 53 1 -0,9296875
58 47 0 0,4609375
43 54 1 0,328125
42 52 1 0,5390625
54 54 0 1,80859375
55 53 0 -0,3203125
42 52 1 0,1171875
42 53 1 -0,3515625
5 8 0 1,2890625
5 10 1 -0,19921875
41 52 0 -0,671875
5 9 1 1,16796875
43 58 1 0,26171875
44 58 1 0,36328125
45 61 1 3,65234375
15 21 0 1,3984375
15 22 0 5,578125
5 18 0 9,35546875
5 18 1 10,91796875
5 18 1 7,23046875
5 21 0 12,58203125
16 27 1 13,21875
5 18 1 16,19921875
8 42 0 1,08203125
11 36 1 -1,0859375
9 30 0 -0,40234375
9 45 1 -2,515625
8 25 1 -2,78125
26 55 1 0,0234375
9 45 1 -3,875
15 45 1 0,66796875
15 45 1 1,43359375
8 26 1 -3,1796875
17 48 0 0,84375
15 43 1 1,62109375
14 41 1 -0,19140625
24 54 1 0,48828125
8 26 1 -5,6640625
1 9 1 -1,69140625
18 49 1 1,0546875
10 40 1 4,41015625
10 43 1 3,73828125
10 44 1 -1,23828125
9 46 1 2,44140625
15 44 0 3,24609375
18 52 0 -1,484375
17 50 1 2,421875
16 45 1 -3,1953125
17 49 1 0,6953125
18 51 1 0,59375
18 51 1 2,953125
2 57 0 -3,53125
53 4 0 11,58984375
53 4 1 10,38671875
53 4 1 11,88671875
53 4 1 12,41796875
54 6 1 12,06640625
50 15 0 22,1328125
59 38 1 22,7734375
41 29 1 17,65625
57 47 0 10,30859375
56 51 1 7,3046875
55 54 0 7,5234375
55 54 1 6,8046875
55 54 0 8,4296875
55 54 0 7,1953125
55 54 1 3,8671875
55 54 0 4,6328125
55 54 0 4,8359375
55 56 1 -0,1953125
44 60 0 0,109375
42 56 0 -0,03515625
42 56 0 0,26171875
53 58 1 7,3359375
53 58 1 4,2890625
34 49 0 1,22265625
42 60 0 -0,2265625
42 52 1 0,8671875
44 57 1 7,546875
15 21 1 11,1328125
15 21 1 15,9140625
15 22 0 14,78125
15 22 0 18,4375
15 22 0 16,25
5 18 0 37,48046875
5 18 1 41,74609375
6 27 1 3,3359375
12 36 1 -1,55859375
18 50 0 -0,1171875
19 55 1 2,24609375
17 46 1 3,9765625
10 39 1 -1,26953125
19 54 0 -1,3046875
8 24 0 -1,546875
18 50 1 0,3203125
9 26 1 -1,16015625
29 56 1 -3,1171875
27 56 1 -2,4765625
10 35 0 0,23828125
10 32 0 2,1640625
26 57 1 3,15625
8 41 0 -1,890625
17 49 0 -0,5859375
18 48 1 -1,8203125
13 49 1 4,05859375
12 39 1 5,5
17 49 1 0,3359375
15 47 1 3,65625
17 52 1 -1,14453125
15 44 0 1,33984375
11 39 1 -0,5
11 39 0 1,109375
18 53 1 1,02734375
18 53 1 2,49609375
2 38 1 -5,125
2 36 1 -2,4140625
53 4 1 18,18359375
53 4 1 17,44921875
53 4 1 17,63671875
53 4 1 16,01171875
54 6 0 14,55078125
50 15 0 23,9296875
60 37 0 26,55078125
40 28 0 19,60546875
57 44 1 14,5
57 48 1 9,9140625
56 52 1 11,9765625
55 54 0 12,2265625
55 54 0 11,8984375
55 54 0 6,3515625
54 54 0 5,35546875
55 54 1 23,8515625
55 54 1 38,0234375
55 54 1 44,8515625
55 54 0 58,9453125
55 54 0 60,1484375
55 54 0 58,8359375
55 54 0 61,4140625
15 22 0 66
15 23 0 66,015625
42 52 1 34,0234375
43 54 1 -0,953125
15 20 1 -1,79296875
15 21 1 4,8671875
15 21 1 13,1640625
15 22 0 14,4375
15 22 0 24,34375
15 22 0 35,734375
15 22 0 40,75
15 22 0 7,859375
18 49 0 2,6328125
18 49 1 0,5390625
12 25 0 -1,02734375
9 39 1 0,21484375
26 57 1 -2,34375
2 10 1 4,8984375
10 32 0 -0,7265625
9 39 1 0,65234375
8 20 1 -0,53125
9 25 0 0,078125
8 19 1 -0,02734375
9 33 0 0,0078125
13 29 1 -1,9375
17 45 1 -2,94140625
8 31 1 1,95703125
11 31 0 0,65625
10 20 1 -1,546875
17 44 1 -6,33984375
16 46 1 -4,50390625
18 52 1 -2,296875
14 41 0 0,29296875
14 42 0 1,0546875
17 51 0 0,8984375
15 43 0 -0,58203125
14 41 1 -0,31640625
16 50 1 0,7265625
15 44 0 1,38671875
9 44 0 0,7890625
2 31 0 1,69921875
8 46 1 2,1640625
53 4 1 19,93359375
53 4 0 19,82421875
53 4 1 21,07421875
53 4 1 19,77734375
53 4 1 18,23046875
54 7 0 24,625
61 36 1 30,2890625
59 39 0 25,40625
41 29 1 18,0625
57 46 0 16,4296875
57 48 1 17,4921875
55 54 0 16,2734375
55 54 0 18,0546875
55 54 0 24,4453125
55 54 0 29,3359375
55 54 0 22,7421875
55 54 0 14,3828125
55 54 0 15,3984375
55 54 0 27,2578125
55 54 0 38,2421875
55 54 0 43,6328125
55 54 0 48,1015625
55 54 0 54,5390625
54 55 0 58,55859375
42 52 0 63,8671875
42 52 0 61,8203125
42 52 1 41,8203125
42 52 1 39,3203125
42 52 1 21,4765625
43 54 0 16,140625
15 21 1 1,5546875
17 25 1 1,96875
15 21 1 7,8828125
26 36 1 -1,50390625
8 15 1 -1,0625
13 19 0 1,86328125
13 22 1 0,984375
18 49 1 0,5390625
10 40 1 -0,57421875
19 51 1 -1,07421875
18 45 0 3,203125
13 28 1 -0,76953125
8 39 0 -0,71875
8 15 0 0,453125
10 25 0 1,0703125
8 20 1 0,125
11 28 1 0,0546875
13 30 1 -0,9296875
9 21 1 -0,85546875
23 62 1 1,53515625
8 43 1 1,98828125
18 53 1 1,55859375
8 27 1 -0,796875
17 48 0 -1,90625
17 52 1 -1,23828125
15 43 1 1,60546875
17 50 0 2,015625
16 49 1 4,61328125
15 44 0 -1,50390625
14 41 1 0,98046875
15 46 1 0,984375
18 52 1 0,984375
18 53 1 0,19921875
1 10 1 -2,25
53 4 1 20,85546875
53 4 1 20,91796875
53 4 0 22,27734375
53 4 1 21,04296875
53 4 1 20,66796875
54 7 0 25,015625
50 15 0 30,5703125
60 38 0 26,68359375
40 28 0 22,24609375
57 44 1 21,390625
57 48 1 18,2265625
56 52 1 16,7734375
55 54 0 6,7421875
57 42 0 0,12890625
62 45 0 -0,34375
37 30 1 1,05078125
40 52 1 -0,39453125
62 44 1 0,03125
55 54 0 1,6640625
55 54 0 22,5234375
55 54 0 30,8203125
55 54 0 40,1171875
55 54 0 32,5078125
55 54 0 25,3828125
54 54 0 35,62109375
42 52 0 50,0234375
42 52 0 55,9765625
15 21 1 42,8359375
15 21 1 33,5078125
15 22 1 22,53125
15 24 1 3,0234375
14 23 1 -5,10546875
19 29 1 8,26171875
22 62 1 3,203125
20 28 1 -2,2578125
12 35 1 -3,13671875
27 46 0 2,44921875
17 52 0 2,27734375
15 44 0 3,01171875
15 43 0 1,38671875
15 47 1 -1,90625
8 26 1 -3,7265625
13 29 0 1,0625
9 37 1 -0,859375
8 19 0 0,34765625
13 30 0 0,2421875
30 52 1 -3,0390625
24 62 1 0,3359375
10 32 1 0,5078125
8 44 1 3,00390625
8 16 1 -0,859375
8 15 1 -1,109375
8 15 0 1,9375
9 26 1 0,18359375
16 46 0 1,15234375
9 46 1 3,34765625
19 51 1 -5,07421875
25 57 1 1
18 51 1 -0,078125
15 44 0 0,18359375
16 47 1 -1,26171875
15 47 1 1,765625
10 43 1 1,28515625
9 45 1 2,09375
53 4 0 19,69921875
53 4 1 22,23046875
53 4 1 22,99609375
53 4 1 22,26171875
53 4 0 20,66796875
54 6 0 21,75390625
50 15 0 33,2109375
61 37 0 31,3671875
58 39 0 27,59375
41 29 0 27,859375
57 46 0 19,7734375
57 48 1 3,6484375
56 52 1 3,7734375
55 54 1 1,4296875
54 54 0 2,76171875
55 54 0 3,5390625
58 47 1 0,1640625
59 41 0 0,390625
58 47 0 -0,0234375
57 50 1 0,2421875
55 54 0 1,6171875
55 54 0 15,8203125
55 54 0 14,7109375
55 54 0 19,9296875
