500 500
50
0 0 0 9,90196093916893
0 200 1 5,8349021239765
0 200 1 -0,252627364695073
0 200 1 6,70588248997927
0 0 0 9,90196093916893
0 0 0 9,90196093916893
0 200 1 1,84674518587068
0 200 1 0,533725593164561
0 0 0 9,90196093916893
0 0 0 9,90196093916893
0 0 0 9,90196093916893
0 200 1 9,16690211459994
0 200 1 -2,04525459215045
0 0 0 6,00047073423863
0 0 0 3,58109836429357
0 0 0 5,77898076653481
0 200 1 0,261490340828896
0 200 1 4,01082376822829
0 0 0 9,16690211459994
0 0 0 5,8349021239765
0 200 1 0,533725593164561
0 200 1 4,01082376822829
0 200 1 -0,420313513875008
0 0 0 -2,48125483952463
0 0 0 -3,73301936132833
0 0 0 0,409490452706812
0 0 0 -11,5955294138938
0 0 0 -1,04956832591444
0 0 0 -2,04525459215045
0 0 0 -0,252627364695073
0 200 1 1,84674518587068
0 200 1 0,261490340828896
0 0 0 -11,5955294138938
0 200 1 -6,31090185406618
0 200 1 1,87505889423192
0 200 1 -1,30941166363657
0 200 1 -2,93898012522608
0 200 1 -2,48125483952463
0 200 1 6,00047073423863
0 0 0 6,70588248997927
0 0 0 9,90196093916893
0 0 0 5,77898076653481
0 0 0 0,409490452706812
0 200 1 -1,30941166363657
0 0 0 -9,08894106763415
0 0 0 -12,1185881977156
0 0 0 1,87505889423192
0 200 1 -3,73301936132833
0 200 1 3,58109836429357
0 0 0 9,90196093916893
0 0 0 9,90196093916893
0 0 0 3,58109836429357
0 0 0 -3,73301936132833
0 200 1 1,87505889423192
0 0 0 -9,08894106763415
0 200 1 -12,1185881977156
0 0 0 -1,30941166363657
0 200 1 0,409490452706812
0 200 1 5,77898076653481
0 0 0 9,90196093916893
0 200 1 6,70588248997927
0 0 0 6,00047073423863
0 0 0 -2,48125483952463
0 200 1 -6,31090185406618
0 200 1 -1,30941166363657
0 200 1 1,87505889423192
0 0 0 -2,93898012522608
0 200 1 -11,5955294138938
0 0 0 0,261490340828896
0 0 0 1,84674518587068
0 200 1 -0,252627364695073
0 200 1 -2,04525459215045
0 200 1 -0,420313513875008
0 0 0 -11,5955294138938
0 0 0 0,409490452706812
0 0 0 -3,73301936132833
0 0 0 -2,48125483952463
0 200 1 -1,04956832591444
0 0 0 4,01082376822829
0 0 0 0,533725593164561
0 200 1 5,8349021239765
0 200 1 9,16690211459994
0 200 1 4,01082376822829
0 200 1 0,261490340828896
0 0 0 5,77898076653481
0 0 0 3,58109836429357
0 0 0 6,00047073423863
0 200 1 -2,04525459215045
0 200 1 9,16690211459994
0 0 0 9,90196093916893
0 0 0 9,90196093916893
0 0 0 9,90196093916893
0 200 1 0,533725593164561
0 200 1 1,84674518587068
0 0 0 9,90196093916893
0 0 0 9,90196093916893
0 200 1 6,70588248997927
0 200 1 -0,252627364695073
0 200 1 5,8349021239765
0 0 0 9,90196093916893
