256 256
2
0 0 0 32,875
0 0 0 4,375
0 0 0 -38,875
0 0 0 -33,875
0 0 0 -37,125
0 0 0 -32,875
0 0 0 -31,375
0 0 0 -29,625
0 0 0 -31,625
0 0 0 -35,375
0 0 0 -37,625
0 0 0 -35,875
0 0 0 -36,125
0 0 0 -36,875
0 0 0 -36,125
0 0 0 -32,375
0 0 0 -41,125
0 0 0 -48,375
0 0 0 -5,125
0 0 0 36,125
0 0 0 40,875
0 0 0 35,125
0 0 0 28,375
0 0 0 37,125
0 0 0 41,375
0 0 0 40,375
0 0 0 40,625
0 0 0 40,875
0 0 0 39,375
0 0 0 38,875
0 0 0 37,875
0 0 0 37,625
0 0 0 39,375
0 0 0 37,125
0 0 0 36,375
0 0 0 34,875
0 0 0 36,125
0 0 0 37,125
0 0 0 38,125
0 0 0 38,375
0 0 0 37,125
0 0 0 36,375
0 0 0 36,375
0 0 0 35,625
0 0 0 35,625
0 0 0 35,875
0 0 0 35,125
0 0 0 35,125
0 0 0 33,875
0 0 0 35,125
0 0 0 34,375
0 0 0 34,375
0 0 0 33,625
0 0 0 34,375
0 0 0 33,375
0 0 0 32,875
0 0 0 34,375
0 0 0 32,875
0 0 0 33,625
0 0 0 34,125
0 0 0 35,875
0 0 0 26,375
0 0 0 22,625
0 0 0 22,125
0 0 0 25,125
0 0 0 24,625
0 0 0 22,125
0 0 0 38,625
0 0 0 53,625
0 0 0 56,625
0 0 0 54,625
0 0 0 55,625
0 0 0 57,625
0 0 0 61,625
0 0 0 66,875
0 0 0 66,875
0 0 0 66,375
0 0 0 67,125
0 0 0 69,625
0 0 0 69,875
0 0 0 70,125
0 0 0 70,875
0 0 0 71,625
0 0 0 74,625
0 0 0 75,125
0 0 0 74,375
0 0 0 74,625
0 0 0 74,375
0 0 0 74,125
0 0 0 69,625
0 0 0 67,625
0 0 0 71,125
0 0 0 71,625
0 0 0 66,125
0 0 0 63,875
0 0 0 2,125
0 0 0 -42,875
0 0 0 -24,875
0 0 0 -15,875
0 0 0 -9,375
0 0 0 -8,625
0 0 0 -9,625
0 0 0 -4,625
0 0 0 -1,625
0 0 0 1,625
0 0 0 1,875
0 0 0 1,125
0 0 0 3,625
0 0 0 -0,875
0 0 0 -7,375
0 0 0 -12,125
0 0 0 -5,875
0 0 0 -1,875
0 0 0 -5,875
0 0 0 -16,875
0 0 0 -27,125
0 0 0 -31,375
0 0 0 -32,875
0 0 0 -33,875
0 0 0 -27,125
0 0 0 -22,875
0 0 0 -26,125
0 0 0 -28,125
0 0 0 -33,875
0 0 0 -34,375
0 0 0 -26,125
0 0 0 -9,625
0 0 0 0,375
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
0 0 0 -79,875
